order_id,amount,profit,quantity,category,sub_category,payment_mode,order_date,customer_name,state,city,year_month,transaction_id,
B-25226,9808,2117,2,Office Supplies,Pens,UPI,4/23/2024,Nicole Warren,California,Los Angeles,2024-04,B-25226_NicoleWarren_2024-04-23,
B-25166,1133,73,17,Furniture,Chairs,UPI,2/23/2023,Richard Castaneda,Ohio,Cleveland,2023-02,B-25166_RichardCastaneda_2023-02-23,
B-25166,1133,73,17,Furniture,Chairs,UPI,6/6/2024,Sarah Torres,California,San Diego,2024-06,B-25166_SarahTorres_2024-06-06,
B-25454,5666,2733,17,Electronics,Electronic Games,Credit Card,1/27/2025,Vanessa Deleon,Florida,Tampa,2025-01,B-25454_VanessaDeleon_2025-01-27,
B-26215,4171,1450,18,Office Supplies,Markers,COD,4/7/2023,Richard Lyons,Texas,Dallas,2023-04,B-26215_RichardLyons_2023-04-07,
B-25777,6236,2839,7,Electronics,Printers,Credit Card,1/20/2022,Eric Adams,Illinois,Springfield,2022-01,B-25777_EricAdams_2022-01-20,
B-25777,6236,2839,7,Electronics,Printers,Credit Card,5/10/2022,Chad Brown,Florida,Orlando,2022-05,B-25777_ChadBrown_2022-05-10,
B-25383,5410,2456,8,Furniture,Chairs,Credit Card,5/29/2024,Kayla Becker,California,Los Angeles,2024-05,B-25383_KaylaBecker_2024-05-29,
B-25383,5410,2456,8,Furniture,Chairs,Credit Card,1/4/2022,Ashley Freeman,Florida,Tampa,2022-01,B-25383_AshleyFreeman_2022-01-04,
B-26409,3024,1353,1,Furniture,Sofas,Credit Card,5/2/2024,Scott Harris,California,Los Angeles,2024-05,B-26409_ScottHarris_2024-05-02,
B-26684,7434,2851,5,Office Supplies,Markers,UPI,12/12/2022,Jesse Bond,Illinois,Springfield,2022-12,B-26684_JesseBond_2022-12-12,
B-26726,7213,508,19,Electronics,Electronic Games,Debit Card,8/17/2023,Brandon Hughes,Texas,Dallas,2023-08,B-26726_BrandonHughes_2023-08-17,
B-26726,7213,508,19,Electronics,Electronic Games,Debit Card,11/29/2021,Lynn Reynolds,Ohio,Cincinnati,2021-11,B-26726_LynnReynolds_2021-11-29,
B-26136,9144,2220,18,Office Supplies,Binders,Credit Card,6/13/2021,Ronald Good,Florida,Miami,2021-06,B-26136_RonaldGood_2021-06-13,
B-26098,4146,865,19,Furniture,Tables,EMI,7/4/2022,Kyle Baker,Texas,Houston,2022-07,B-26098_KyleBaker_2022-07-04,
B-25430,7169,2385,11,Furniture,Sofas,COD,6/27/2021,Michael Rivera,California,Los Angeles,2021-06,B-25430_MichaelRivera_2021-06-27,
B-25266,4164,905,11,Electronics,Phones,COD,12/4/2023,Lori Adkins,California,San Diego,2023-12,B-25266_LoriAdkins_2023-12-04,
B-25283,5448,2204,5,Furniture,Sofas,COD,8/9/2022,Luis Warner,New York,New York City,2022-08,B-25283_LuisWarner_2022-08-09,
B-25227,4115,1285,1,Furniture,Sofas,UPI,4/8/2020,Donald Perry,Florida,Orlando,2020-04,B-25227_DonaldPerry_2020-04-08,
B-25669,5899,2264,6,Office Supplies,Binders,EMI,10/20/2023,Adam Stevens,New York,Buffalo,2023-10,B-25669_AdamStevens_2023-10-20,
B-25064,6109,3040,9,Furniture,Chairs,EMI,2/10/2022,Kimberly Johnson,New York,Buffalo,2022-02,B-25064_KimberlyJohnson_2022-02-10,
B-25064,6109,3040,9,Furniture,Chairs,EMI,10/5/2023,Kelly Jones,New York,Rochester,2023-10,B-25064_KellyJones_2023-10-05,
B-26268,4369,584,13,Office Supplies,Pens,Credit Card,9/22/2022,Ashley Petty,Illinois,Peoria,2022-09,B-26268_AshleyPetty_2022-09-22,
B-26268,4369,584,13,Office Supplies,Pens,Credit Card,4/3/2021,Crystal Ross,Texas,Austin,2021-04,B-26268_CrystalRoss_2021-04-03,
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,5/3/2021,Alexis Duffy,California,Los Angeles,2021-05,B-25456_AlexisDuffy_2021-05-03,
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2/11/2024,Stephanie Sanchez,Florida,Miami,2024-02,B-25456_StephanieSanchez_2024-02-11,
B-25456,5632,2358,20,Furniture,Sofas,Credit Card,2/4/2025,Reginald Espinoza,Ohio,Cleveland,2025-02,B-25456_ReginaldEspinoza_2025-02-04,
B-25495,7519,402,14,Office Supplies,Paper,UPI,10/12/2022,Sandra Hicks,California,San Diego,2022-10,B-25495_SandraHicks_2022-10-12,
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,2/6/2022,Olivia Orozco,Texas,Austin,2022-02,B-26552_OliviaOrozco_2022-02-06,
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,11/9/2020,Larry Moore,Florida,Tampa,2020-11,B-26552_LarryMoore_2020-11-09,
B-26552,2804,936,10,Electronics,Electronic Games,Credit Card,5/3/2023,Mrs. Rachel Cannon DDS,Florida,Tampa,2023-05,B-26552_Mrs.RachelCannonDDS_2023-05-03,
B-25203,2321,505,6,Furniture,Chairs,EMI,10/4/2022,Daniel Flowers,Illinois,Springfield,2022-10,B-25203_DanielFlowers_2022-10-04,
B-25462,5730,482,6,Electronics,Laptops,COD,8/21/2024,Randy Acosta,Florida,Tampa,2024-08,B-25462_RandyAcosta_2024-08-21,
B-26145,7441,867,12,Furniture,Sofas,COD,11/20/2021,Deborah Williams,Illinois,Chicago,2021-11,B-26145_DeborahWilliams_2021-11-20,
B-26145,7441,867,12,Furniture,Sofas,COD,5/13/2020,Robert Michael,Texas,Austin,2020-05,B-26145_RobertMichael_2020-05-13,
B-25552,1732,766,7,Office Supplies,Binders,UPI,2/28/2023,Danny Ramirez,New York,New York City,2023-02,B-25552_DannyRamirez_2023-02-28,
B-26069,838,271,11,Office Supplies,Markers,EMI,1/21/2021,Stephen Baker,Ohio,Columbus,2021-01,B-26069_StephenBaker_2021-01-21,
B-26069,838,271,11,Office Supplies,Markers,EMI,2/28/2022,Jeffrey Wilcox,Illinois,Peoria,2022-02,B-26069_JeffreyWilcox_2022-02-28,
B-25120,7122,1836,6,Electronics,Phones,Debit Card,4/25/2024,James Clarke,Texas,Dallas,2024-04,B-25120_JamesClarke_2024-04-25,
B-25120,7122,1836,6,Electronics,Phones,Debit Card,3/10/2023,Julia Gallagher,Texas,Houston,2023-03,B-25120_JuliaGallagher_2023-03-10,
B-25120,7122,1836,6,Electronics,Phones,Debit Card,7/10/2023,Ronald Frey Jr.,New York,New York City,2023-07,B-25120_RonaldFreyJr._2023-07-10,
B-26146,2239,1094,18,Electronics,Printers,COD,7/28/2024,Megan Charles,Florida,Tampa,2024-07,B-26146_MeganCharles_2024-07-28,
B-25549,4609,1084,8,Electronics,Printers,UPI,7/30/2023,Amy Duran MD,Florida,Orlando,2023-07,B-25549_AmyDuranMD_2023-07-30,
B-25488,1388,345,5,Furniture,Sofas,UPI,10/5/2024,Christopher Thomas,New York,New York City,2024-10,B-25488_ChristopherThomas_2024-10-05,
B-26885,9024,730,4,Furniture,Tables,Credit Card,2/20/2024,Peter Castro,Texas,Dallas,2024-02,B-26885_PeterCastro_2024-02-20,
B-25703,9438,1801,4,Electronics,Electronic Games,COD,4/19/2023,Steven Acosta,Florida,Orlando,2023-04,B-25703_StevenAcosta_2023-04-19,
B-25703,9438,1801,4,Electronics,Electronic Games,COD,10/29/2023,Lindsay Jackson,Texas,Austin,2023-10,B-25703_LindsayJackson_2023-10-29,
B-25809,2685,379,18,Electronics,Phones,UPI,3/8/2022,Kelly Smith,Ohio,Cleveland,2022-03,B-25809_KellySmith_2022-03-08,
B-25809,2685,379,18,Electronics,Phones,UPI,12/8/2022,Sabrina Hartman,Florida,Tampa,2022-12,B-25809_SabrinaHartman_2022-12-08,
B-25477,7195,1665,7,Office Supplies,Markers,COD,7/27/2024,Cynthia Smith,New York,Rochester,2024-07,B-25477_CynthiaSmith_2024-07-27,
B-25477,7195,1665,7,Office Supplies,Markers,COD,7/5/2022,Olivia Dickerson,New York,Buffalo,2022-07,B-25477_OliviaDickerson_2022-07-05,
B-26018,3098,957,18,Furniture,Bookcases,COD,7/4/2024,Whitney Stout,Texas,Austin,2024-07,B-26018_WhitneyStout_2024-07-04,
B-25329,5412,1192,18,Furniture,Tables,Credit Card,2/28/2024,Stephanie Flores,California,San Diego,2024-02,B-25329_StephanieFlores_2024-02-28,
B-25329,5412,1192,18,Furniture,Tables,Credit Card,1/3/2025,Gregory English,California,Los Angeles,2025-01,B-25329_GregoryEnglish_2025-01-03,
B-25182,1397,686,11,Furniture,Chairs,Credit Card,12/7/2021,Natalie Maxwell,New York,New York City,2021-12,B-25182_NatalieMaxwell_2021-12-07,
B-25492,9279,552,14,Furniture,Chairs,EMI,12/14/2021,Tina Blake,New York,Buffalo,2021-12,B-25492_TinaBlake_2021-12-14,
B-25492,9279,552,14,Furniture,Chairs,EMI,11/30/2020,Clarence Cooke,California,San Francisco,2020-11,B-25492_ClarenceCooke_2020-11-30,
B-25517,6732,911,19,Furniture,Bookcases,EMI,12/29/2021,Tamara Guzman,New York,Buffalo,2021-12,B-25517_TamaraGuzman_2021-12-29,
B-25200,9653,2471,6,Office Supplies,Paper,UPI,7/8/2024,Marissa Hartman,New York,Buffalo,2024-07,B-25200_MarissaHartman_2024-07-08,
B-26009,8945,1728,10,Furniture,Tables,UPI,2/10/2021,Sara Garcia,Illinois,Peoria,2021-02,B-26009_SaraGarcia_2021-02-10,
B-26580,4007,201,13,Furniture,Bookcases,COD,10/21/2020,Kathryn Rogers,Ohio,Columbus,2020-10,B-26580_KathrynRogers_2020-10-21,
B-26580,4007,201,13,Furniture,Bookcases,COD,4/17/2023,Kyle Dickson,Texas,Dallas,2023-04,B-26580_KyleDickson_2023-04-17,
B-25679,810,231,18,Furniture,Bookcases,EMI,10/21/2020,Jacob Decker,Florida,Tampa,2020-10,B-25679_JacobDecker_2020-10-21,
B-26034,9789,2071,18,Furniture,Bookcases,Debit Card,12/28/2023,Aaron Johnson,New York,Rochester,2023-12,B-26034_AaronJohnson_2023-12-28,
B-25148,8141,3968,18,Office Supplies,Markers,Debit Card,12/23/2022,William Morse,New York,Rochester,2022-12,B-25148_WilliamMorse_2022-12-23,
B-25148,8141,3968,18,Office Supplies,Markers,Debit Card,8/10/2022,Carrie Smith,Illinois,Peoria,2022-08,B-25148_CarrieSmith_2022-08-10,
B-25830,3839,1415,10,Office Supplies,Binders,UPI,10/17/2023,Vincent Roth,California,Los Angeles,2023-10,B-25830_VincentRoth_2023-10-17,
B-25830,3839,1415,10,Office Supplies,Binders,UPI,2/28/2022,Andrew Benson,Florida,Orlando,2022-02,B-25830_AndrewBenson_2022-02-28,
B-25762,2858,482,13,Electronics,Electronic Games,COD,5/24/2024,Jason Wilson,Texas,Austin,2024-05,B-25762_JasonWilson_2024-05-24,
B-26794,2137,638,12,Furniture,Bookcases,Debit Card,10/2/2020,Colin Patterson,New York,New York City,2020-10,B-26794_ColinPatterson_2020-10-02,
B-25011,3913,961,15,Furniture,Sofas,UPI,2/10/2024,Eric Bates,Ohio,Columbus,2024-02,B-25011_EricBates_2024-02-10,
B-25011,3913,961,15,Furniture,Sofas,UPI,2/6/2021,Steven Keith,California,San Francisco,2021-02,B-25011_StevenKeith_2021-02-06,
B-25515,4468,1940,9,Office Supplies,Paper,COD,3/16/2022,Seth Rodriguez,Florida,Tampa,2022-03,B-25515_SethRodriguez_2022-03-16,
B-25369,1579,602,9,Electronics,Laptops,Credit Card,5/24/2020,Lauren Jones,Ohio,Cincinnati,2020-05,B-25369_LaurenJones_2020-05-24,
B-25369,1579,602,9,Electronics,Laptops,Credit Card,2/16/2025,Thomas Wallace,Texas,Dallas,2025-02,B-25369_ThomasWallace_2025-02-16,
B-25369,1579,602,9,Electronics,Laptops,Credit Card,11/16/2021,Mr. Daniel Wilson,Ohio,Cincinnati,2021-11,B-25369_Mr.DanielWilson_2021-11-16,
B-25369,1579,602,9,Electronics,Laptops,Credit Card,9/8/2024,Julie Smith MD,New York,Rochester,2024-09,B-25369_JulieSmithMD_2024-09-08,
B-26222,8706,3099,14,Office Supplies,Pens,Credit Card,6/29/2022,Carol Mitchell,Illinois,Chicago,2022-06,B-26222_CarolMitchell_2022-06-29,
B-25316,5462,673,12,Electronics,Printers,Debit Card,11/3/2022,John Thompson,Texas,Austin,2022-11,B-25316_JohnThompson_2022-11-03,
B-25507,6392,444,18,Electronics,Electronic Games,Credit Card,11/28/2023,Debra Rodriguez,Florida,Tampa,2023-11,B-25507_DebraRodriguez_2023-11-28,
B-25846,8706,1724,3,Electronics,Electronic Games,Debit Card,4/25/2020,Erin Vasquez,Florida,Orlando,2020-04,B-25846_ErinVasquez_2020-04-25,
B-25763,2349,319,4,Office Supplies,Pens,UPI,1/18/2022,Clayton Lara,Florida,Miami,2022-01,B-25763_ClaytonLara_2022-01-18,
B-25465,717,158,16,Furniture,Tables,Credit Card,3/23/2022,Tony Ray,Ohio,Cleveland,2022-03,B-25465_TonyRay_2022-03-23,
B-25465,717,158,16,Furniture,Tables,Credit Card,6/24/2020,Steven Frey,Florida,Miami,2020-06,B-25465_StevenFrey_2020-06-24,
B-25465,717,158,16,Furniture,Tables,Credit Card,12/23/2022,Stephanie Leonard,New York,Buffalo,2022-12,B-25465_StephanieLeonard_2022-12-23,
B-25465,717,158,16,Furniture,Tables,Credit Card,11/24/2024,Crystal Chambers,New York,New York City,2024-11,B-25465_CrystalChambers_2024-11-24,
B-25465,717,158,16,Furniture,Tables,Credit Card,11/6/2020,Robert White,Florida,Orlando,2020-11,B-25465_RobertWhite_2020-11-06,
B-25465,717,158,16,Furniture,Tables,Credit Card,10/24/2023,Sylvia Barron,New York,Rochester,2023-10,B-25465_SylviaBarron_2023-10-24,
B-26352,9382,1085,3,Electronics,Printers,Debit Card,7/18/2023,Marcus Brown,Illinois,Chicago,2023-07,B-26352_MarcusBrown_2023-07-18,
B-26352,9382,1085,3,Electronics,Printers,Debit Card,5/16/2022,Annette Pierce,New York,Rochester,2022-05,B-26352_AnnettePierce_2022-05-16,
B-26528,2663,64,19,Furniture,Sofas,COD,6/16/2024,Donald Hernandez,California,San Francisco,2024-06,B-26528_DonaldHernandez_2024-06-16,
B-26528,2663,64,19,Furniture,Sofas,COD,10/23/2021,Megan Davis,Ohio,Cleveland,2021-10,B-26528_MeganDavis_2021-10-23,
B-26670,5151,1680,5,Electronics,Printers,EMI,10/22/2022,Robert Brooks,Texas,Houston,2022-10,B-26670_RobertBrooks_2022-10-22,
B-25331,2514,95,8,Office Supplies,Pens,UPI,7/17/2023,Miguel Alvarez,New York,Rochester,2023-07,B-25331_MiguelAlvarez_2023-07-17,
B-25832,6129,2976,2,Electronics,Laptops,EMI,2/24/2025,Jennifer Arnold,New York,New York City,2025-02,B-25832_JenniferArnold_2025-02-24,
B-25897,5393,2642,8,Furniture,Chairs,UPI,3/7/2021,Jessica Blankenship,Ohio,Cincinnati,2021-03,B-25897_JessicaBlankenship_2021-03-07,
B-25713,2280,509,8,Electronics,Phones,Credit Card,1/3/2021,Peggy Campos,New York,Buffalo,2021-01,B-25713_PeggyCampos_2021-01-03,
B-25065,6596,1439,9,Office Supplies,Paper,Debit Card,5/3/2023,Craig Ortega,Ohio,Cincinnati,2023-05,B-25065_CraigOrtega_2023-05-03,
B-25949,4510,1896,5,Office Supplies,Paper,EMI,10/25/2023,Johnny Simon,California,Los Angeles,2023-10,B-25949_JohnnySimon_2023-10-25,
B-26033,6077,2378,18,Electronics,Phones,COD,8/21/2022,Keith Brooks,New York,New York City,2022-08,B-26033_KeithBrooks_2022-08-21,
B-26017,5379,2510,17,Electronics,Printers,COD,4/16/2022,Jason Martinez,Ohio,Columbus,2022-04,B-26017_JasonMartinez_2022-04-16,
B-26926,4629,1660,16,Office Supplies,Markers,EMI,4/2/2023,Steven Herrera,California,San Diego,2023-04,B-26926_StevenHerrera_2023-04-02,
B-26258,2710,555,20,Electronics,Laptops,Debit Card,10/21/2024,Beverly Lamb,Illinois,Chicago,2024-10,B-26258_BeverlyLamb_2024-10-21,
B-26240,8042,936,15,Office Supplies,Markers,EMI,7/9/2021,Michael Williams,Illinois,Springfield,2021-07,B-26240_MichaelWilliams_2021-07-09,
B-26240,8042,936,15,Office Supplies,Markers,EMI,4/8/2022,Zachary Carpenter,California,Los Angeles,2022-04,B-26240_ZacharyCarpenter_2022-04-08,
B-26922,3957,151,10,Office Supplies,Binders,EMI,4/30/2022,Timothy Baker,Texas,Austin,2022-04,B-26922_TimothyBaker_2022-04-30,
B-26894,8769,3178,16,Office Supplies,Markers,Debit Card,1/20/2023,Adam James,Illinois,Chicago,2023-01,B-26894_AdamJames_2023-01-20,
B-25330,2957,917,16,Office Supplies,Pens,Debit Card,11/17/2024,Katrina Wood,Illinois,Chicago,2024-11,B-25330_KatrinaWood_2024-11-17,
B-26288,5344,2607,6,Office Supplies,Paper,Debit Card,4/23/2022,James Murray,Texas,Dallas,2022-04,B-26288_JamesMurray_2022-04-23,
B-26288,5344,2607,6,Office Supplies,Paper,Debit Card,2/18/2025,Mr. Nathaniel Reeves,New York,Rochester,2025-02,B-26288_Mr.NathanielReeves_2025-02-18,
B-25228,6061,2121,19,Electronics,Laptops,EMI,5/27/2021,Jodi Wood,Ohio,Cleveland,2021-05,B-25228_JodiWood_2021-05-27,
B-25228,6061,2121,19,Electronics,Laptops,EMI,1/17/2022,Dr. Thomas Peterson,California,San Diego,2022-01,B-25228_Dr.ThomasPeterson_2022-01-17,
B-26457,5376,1928,7,Furniture,Tables,Credit Card,1/15/2025,Mario Hall,New York,New York City,2025-01,B-26457_MarioHall_2025-01-15,
B-25790,2792,1008,8,Electronics,Printers,COD,2/14/2021,Justin Rosales,Florida,Miami,2021-02,B-25790_JustinRosales_2021-02-14,
B-25868,2944,249,5,Office Supplies,Binders,Credit Card,8/31/2024,Autumn Lee,Ohio,Columbus,2024-08,B-25868_AutumnLee_2024-08-31,
B-25868,2944,249,5,Office Supplies,Binders,Credit Card,12/26/2022,Victoria Duran,Texas,Dallas,2022-12,B-25868_VictoriaDuran_2022-12-26,
B-25381,4220,945,13,Office Supplies,Markers,EMI,3/21/2024,Barry Garcia,Illinois,Springfield,2024-03,B-25381_BarryGarcia_2024-03-21,
B-25381,4220,945,13,Office Supplies,Markers,EMI,12/15/2020,Dawn Webb,Illinois,Peoria,2020-12,B-25381_DawnWebb_2020-12-15,
B-25153,8526,1704,4,Office Supplies,Binders,Debit Card,3/21/2023,Patricia Sanford,Texas,Austin,2023-03,B-25153_PatriciaSanford_2023-03-21,
B-26576,8218,1430,19,Furniture,Bookcases,Credit Card,6/8/2023,William Walters,California,San Francisco,2023-06,B-26576_WilliamWalters_2023-06-08,
B-26526,599,265,4,Electronics,Phones,Credit Card,7/17/2022,Emma Scott,New York,Buffalo,2022-07,B-26526_EmmaScott_2022-07-17,
B-26526,599,265,4,Electronics,Phones,Credit Card,12/5/2024,Sabrina Buckley,New York,Rochester,2024-12,B-26526_SabrinaBuckley_2024-12-05,
B-25819,2589,605,11,Office Supplies,Pens,EMI,11/2/2023,Robert Rojas,California,San Francisco,2023-11,B-25819_RobertRojas_2023-11-02,
B-25819,2589,605,11,Office Supplies,Pens,EMI,10/5/2024,Eric Johnson,Ohio,Cleveland,2024-10,B-25819_EricJohnson_2024-10-05,
B-25698,3776,1100,9,Electronics,Electronic Games,EMI,11/13/2022,Heather Parker,Texas,Austin,2022-11,B-25698_HeatherParker_2022-11-13,
B-25698,3776,1100,9,Electronics,Electronic Games,EMI,12/28/2022,Thomas Matthews,Illinois,Peoria,2022-12,B-25698_ThomasMatthews_2022-12-28,
B-26820,5402,1666,12,Furniture,Bookcases,EMI,2/26/2025,Kimberly Beard,Ohio,Cleveland,2025-02,B-26820_KimberlyBeard_2025-02-26,
B-25396,5165,885,16,Office Supplies,Pens,EMI,11/12/2022,Lydia Donovan,Illinois,Peoria,2022-11,B-25396_LydiaDonovan_2022-11-12,
B-25529,1626,258,15,Office Supplies,Pens,EMI,6/7/2021,Edward Johnson,Florida,Orlando,2021-06,B-25529_EdwardJohnson_2021-06-07,
B-26501,8851,3962,7,Furniture,Tables,EMI,9/26/2020,Ricky Smith,Florida,Miami,2020-09,B-26501_RickySmith_2020-09-26,
B-26910,9680,3295,9,Furniture,Tables,COD,4/29/2024,Mr. Ralph Garcia Jr.,New York,Rochester,2024-04,B-26910_Mr.RalphGarciaJr._2024-04-29,
B-25978,6622,2673,8,Furniture,Sofas,COD,4/10/2024,Malik Walker,New York,New York City,2024-04,B-25978_MalikWalker_2024-04-10,
B-26537,3260,207,17,Furniture,Tables,UPI,12/21/2023,Tanya Walker,California,San Diego,2023-12,B-26537_TanyaWalker_2023-12-21,
B-25881,8709,2322,8,Furniture,Tables,Debit Card,5/2/2024,Sherri Ferguson DVM,Texas,Austin,2024-05,B-25881_SherriFergusonDVM_2024-05-02,
B-25881,8709,2322,8,Furniture,Tables,Debit Card,11/21/2024,Kristin Hart,California,San Francisco,2024-11,B-25881_KristinHart_2024-11-21,
B-25237,5250,187,1,Office Supplies,Binders,COD,3/17/2022,Jim Johnson,Ohio,Cincinnati,2022-03,B-25237_JimJohnson_2022-03-17,
B-25237,5250,187,1,Office Supplies,Binders,COD,5/14/2023,David Hamilton,Texas,Houston,2023-05,B-25237_DavidHamilton_2023-05-14,
B-26122,4116,921,20,Office Supplies,Paper,UPI,10/7/2024,Michael Jimenez,California,Los Angeles,2024-10,B-26122_MichaelJimenez_2024-10-07,
B-26122,4116,921,20,Office Supplies,Paper,UPI,9/8/2020,Angela Norman,Illinois,Springfield,2020-09,B-26122_AngelaNorman_2020-09-08,
B-25709,1109,418,15,Office Supplies,Paper,UPI,8/19/2021,Denise Mcdaniel,California,Los Angeles,2021-08,B-25709_DeniseMcdaniel_2021-08-19,
B-26656,3573,562,7,Office Supplies,Pens,EMI,10/12/2022,Michael Rodriguez,New York,Rochester,2022-10,B-26656_MichaelRodriguez_2022-10-12,
B-26656,3573,562,7,Office Supplies,Pens,EMI,5/23/2020,Matthew Huff,California,San Diego,2020-05,B-26656_MatthewHuff_2020-05-23,
B-26656,3573,562,7,Office Supplies,Pens,EMI,4/18/2020,Linda Little,Florida,Tampa,2020-04,B-26656_LindaLittle_2020-04-18,
B-25801,6829,2609,2,Electronics,Laptops,EMI,6/4/2022,Kerri Andrews,California,San Francisco,2022-06,B-25801_KerriAndrews_2022-06-04,
B-25006,5831,1574,17,Office Supplies,Pens,Debit Card,11/16/2022,Jeffrey Johnson III,California,San Francisco,2022-11,B-25006_JeffreyJohnsonIII_2022-11-16,
B-25006,5831,1574,17,Office Supplies,Pens,Debit Card,7/18/2024,Daniel Dixon,California,San Diego,2024-07,B-25006_DanielDixon_2024-07-18,
B-25006,5831,1574,17,Office Supplies,Pens,Debit Card,7/16/2023,Tiffany Robinson,Florida,Miami,2023-07,B-25006_TiffanyRobinson_2023-07-16,
B-26106,7952,3865,8,Furniture,Sofas,Debit Card,8/10/2020,Mr. Gregg Sawyer,Illinois,Peoria,2020-08,B-26106_Mr.GreggSawyer_2020-08-10,
B-25789,3659,379,5,Furniture,Bookcases,UPI,6/22/2024,John Silva,California,Los Angeles,2024-06,B-25789_JohnSilva_2024-06-22,
B-26292,4183,1159,4,Office Supplies,Pens,Debit Card,7/13/2020,Nathan Moss,Illinois,Springfield,2020-07,B-26292_NathanMoss_2020-07-13,
B-25895,7478,1381,11,Electronics,Phones,EMI,4/16/2024,Donald Medina,Texas,Houston,2024-04,B-25895_DonaldMedina_2024-04-16,
B-25813,702,238,9,Electronics,Phones,COD,3/13/2021,Charles Henderson,Florida,Tampa,2021-03,B-25813_CharlesHenderson_2021-03-13,
B-26863,4037,1494,15,Furniture,Chairs,EMI,4/1/2023,Brenda Davis,California,San Francisco,2023-04,B-26863_BrendaDavis_2023-04-01,
B-25759,5014,2332,2,Furniture,Chairs,COD,11/10/2020,Leah Calderon,Illinois,Chicago,2020-11,B-25759_LeahCalderon_2020-11-10,
B-26357,9879,4930,15,Electronics,Laptops,Debit Card,6/8/2023,Brandi Vasquez,New York,Rochester,2023-06,B-26357_BrandiVasquez_2023-06-08,
B-26819,8762,3502,1,Electronics,Phones,Debit Card,8/17/2021,Debra Richards,Florida,Tampa,2021-08,B-26819_DebraRichards_2021-08-17,
B-25502,8490,800,1,Office Supplies,Pens,EMI,5/24/2020,Tammy Day,New York,New York City,2020-05,B-25502_TammyDay_2020-05-24,
B-25258,6951,164,10,Furniture,Sofas,UPI,8/12/2021,Sheila Clay,New York,Buffalo,2021-08,B-25258_SheilaClay_2021-08-12,
B-26878,1078,309,3,Electronics,Phones,Credit Card,9/3/2022,Nicholas Flores,Ohio,Cleveland,2022-09,B-26878_NicholasFlores_2022-09-03,
B-26878,1078,309,3,Electronics,Phones,Credit Card,10/1/2020,Jasmin Jones,Illinois,Chicago,2020-10,B-26878_JasminJones_2020-10-01,
B-25170,8560,2166,19,Office Supplies,Binders,EMI,5/27/2022,Matthew Gardner,Florida,Tampa,2022-05,B-25170_MatthewGardner_2022-05-27,
B-26842,6402,2770,19,Office Supplies,Markers,Debit Card,3/10/2024,Joseph Perkins,Florida,Orlando,2024-03,B-26842_JosephPerkins_2024-03-10,
B-26842,6402,2770,19,Office Supplies,Markers,Debit Card,10/5/2023,Ashley Adams MD,Florida,Orlando,2023-10,B-26842_AshleyAdamsMD_2023-10-05,
B-26599,4015,1751,15,Furniture,Chairs,Debit Card,8/28/2022,Cheryl Stevens,California,San Francisco,2022-08,B-26599_CherylStevens_2022-08-28,
B-26599,4015,1751,15,Furniture,Chairs,Debit Card,9/8/2020,Jorge George,New York,New York City,2020-09,B-26599_JorgeGeorge_2020-09-08,
B-25705,9335,557,11,Electronics,Electronic Games,COD,4/27/2021,Ann Mooney,California,Los Angeles,2021-04,B-25705_AnnMooney_2021-04-27,
B-26366,4706,594,11,Office Supplies,Binders,COD,8/21/2021,James Mendoza,Ohio,Cleveland,2021-08,B-26366_JamesMendoza_2021-08-21,
B-26366,4706,594,11,Office Supplies,Binders,COD,5/16/2021,Kaitlin Garrison,Ohio,Columbus,2021-05,B-26366_KaitlinGarrison_2021-05-16,
B-26116,6389,734,1,Furniture,Sofas,EMI,1/15/2022,Jeremy Jackson,Texas,Dallas,2022-01,B-26116_JeremyJackson_2022-01-15,
B-26443,9869,4299,12,Electronics,Printers,Debit Card,3/21/2023,Dale Craig,California,San Diego,2023-03,B-26443_DaleCraig_2023-03-21,
B-26443,9869,4299,12,Electronics,Printers,Debit Card,12/28/2023,Joseph Hooper,New York,Buffalo,2023-12,B-26443_JosephHooper_2023-12-28,
B-25955,655,297,4,Office Supplies,Markers,Debit Card,2/15/2022,Alexander Adams,New York,Buffalo,2022-02,B-25955_AlexanderAdams_2022-02-15,
B-25955,655,297,4,Office Supplies,Markers,Debit Card,11/30/2023,Ashlee Mills,Florida,Orlando,2023-11,B-25955_AshleeMills_2023-11-30,
B-26383,798,308,10,Electronics,Phones,Debit Card,1/12/2023,Brittany Jenkins,New York,Buffalo,2023-01,B-26383_BrittanyJenkins_2023-01-12,
B-26383,798,308,10,Electronics,Phones,Debit Card,5/19/2023,Eddie Gonzales,Ohio,Cleveland,2023-05,B-26383_EddieGonzales_2023-05-19,
B-26999,3756,1318,5,Furniture,Tables,UPI,2/19/2024,Edward Valencia,Florida,Miami,2024-02,B-26999_EdwardValencia_2024-02-19,
B-26712,5196,2477,1,Office Supplies,Markers,UPI,12/1/2021,Emma Bruce,Texas,Austin,2021-12,B-26712_EmmaBruce_2021-12-01,
B-26066,6673,950,19,Office Supplies,Markers,EMI,12/19/2024,Carl Wade DDS,New York,Buffalo,2024-12,B-26066_CarlWadeDDS_2024-12-19,
