order_id,amount,profit,quantity,category,sub_category,payment_mode,order_date,customer_name,state,city,year_month
B-25842,514.0,109.0,15,Office Supplies,Paper,Debit Card,2024-01-22,Christina Conner,Ohio,Columbus,2024-01
B-25842,514.0,109.0,15,Office Supplies,Paper,Debit Card,2022-12-27,Luis Luna,California,San Francisco,2022-12
B-25851,3273.0,85.0,16,Electronics,Phones,UPI,2024-03-30,Julie Chavez,Ohio,Cincinnati,2024-03
B-25427,5035.0,2008.0,2,Furniture,Chairs,COD,2020-04-04,Richard Blair,Florida,Miami,2020-04
B-25427,7702.0,60.0,19,Electronics,Printers,UPI,2020-04-04,Richard Blair,Florida,Miami,2020-04
B-25427,9884.0,4446.0,7,Electronics,Printers,EMI,2020-04-04,Richard Blair,Florida,Miami,2020-04
B-26224,5564.0,175.0,11,Electronics,Laptops,COD,2023-01-22,Mitchell Lester,Illinois,Chicago,2023-01
B-26224,5564.0,175.0,11,Electronics,Laptops,COD,2022-04-12,Mr. John Tyler PhD,Texas,Houston,2022-04
B-26224,5564.0,175.0,11,Electronics,Laptops,COD,2023-12-13,Juan Kelly,Florida,Miami,2023-12
B-26224,3953.0,1776.0,15,Electronics,Electronic Games,UPI,2023-01-22,Mitchell Lester,Illinois,Chicago,2023-01
B-26224,3953.0,1776.0,15,Electronics,Electronic Games,UPI,2022-04-12,Mr. John Tyler PhD,Texas,Houston,2022-04
B-26224,3953.0,1776.0,15,Electronics,Electronic Games,UPI,2023-12-13,Juan Kelly,Florida,Miami,2023-12
B-26896,6488.0,1591.0,18,Electronics,Printers,EMI,2023-05-24,Morgan Mccarthy,Texas,Dallas,2023-05
B-26896,6488.0,1591.0,18,Electronics,Printers,EMI,2020-11-29,Morgan Sullivan,Texas,Houston,2020-11
B-26469,7856.0,3699.0,17,Electronics,Electronic Games,UPI,2021-03-24,Eric Clark,Florida,Orlando,2021-03
B-26469,1165.0,51.0,3,Office Supplies,Pens,EMI,2021-03-24,Eric Clark,Florida,Orlando,2021-03
B-26219,9386.0,2555.0,20,Office Supplies,Markers,Credit Card,2020-08-19,Mark Padilla,California,San Diego,2020-08
B-26219,9386.0,2555.0,20,Office Supplies,Markers,Credit Card,2022-10-20,Anthony Lane,Ohio,Cleveland,2022-10
B-26119,3956.0,142.0,12,Office Supplies,Pens,Debit Card,2023-09-20,Jeffrey Henderson,Florida,Tampa,2023-09
B-26119,3956.0,142.0,12,Office Supplies,Pens,Debit Card,2024-12-26,Michelle Hardy,Texas,Dallas,2024-12
B-26119,6449.0,2628.0,11,Furniture,Bookcases,EMI,2023-09-20,Jeffrey Henderson,Florida,Tampa,2023-09
B-26119,6449.0,2628.0,11,Furniture,Bookcases,EMI,2024-12-26,Michelle Hardy,Texas,Dallas,2024-12
B-26988,6255.0,437.0,18,Office Supplies,Markers,COD,2021-12-03,Ms. Barbara Cervantes,New York,Rochester,2021-12
B-26988,2109.0,681.0,20,Electronics,Electronic Games,UPI,2021-12-03,Ms. Barbara Cervantes,New York,Rochester,2021-12
B-25596,6707.0,1041.0,20,Electronics,Phones,Credit Card,2021-09-14,Steven Proctor,Texas,Austin,2021-09
B-26845,7633.0,184.0,13,Office Supplies,Pens,COD,2021-09-30,Shannon Patterson,Illinois,Springfield,2021-09
B-25099,975.0,224.0,18,Office Supplies,Pens,COD,2021-12-22,William Valdez,California,San Diego,2021-12
B-25099,4492.0,1450.0,7,Furniture,Tables,EMI,2021-12-22,William Valdez,California,San Diego,2021-12
B-25099,7957.0,2834.0,12,Furniture,Chairs,UPI,2021-12-22,William Valdez,California,San Diego,2021-12
B-26153,4906.0,975.0,7,Furniture,Tables,Debit Card,2022-05-18,Laura Yu,Texas,Houston,2022-05
B-25060,1379.0,250.0,3,Office Supplies,Pens,Credit Card,2020-10-08,Jonathan Mcmillan,New York,Buffalo,2020-10
B-25060,4244.0,340.0,10,Electronics,Laptops,Debit Card,2020-10-08,Jonathan Mcmillan,New York,Buffalo,2020-10
B-26572,5911.0,2333.0,14,Furniture,Bookcases,EMI,2022-08-20,Austin Davis,California,San Diego,2022-08
B-26572,5911.0,2333.0,14,Furniture,Bookcases,EMI,2024-11-25,Mark Roy,California,San Francisco,2024-11
B-26572,1818.0,738.0,11,Office Supplies,Markers,EMI,2022-08-20,Austin Davis,California,San Diego,2022-08
B-26572,1818.0,738.0,11,Office Supplies,Markers,EMI,2024-11-25,Mark Roy,California,San Francisco,2024-11
B-25919,2140.0,970.0,4,Office Supplies,Paper,Credit Card,2020-09-30,Jillian Williams,California,San Diego,2020-09
B-25919,2140.0,970.0,4,Office Supplies,Paper,Credit Card,2025-02-20,Rebekah Carter,Florida,Orlando,2025-02
B-25919,2140.0,970.0,4,Office Supplies,Paper,Credit Card,2022-03-20,Jonathan Reed,California,San Francisco,2022-03
B-25919,2670.0,1026.0,1,Electronics,Laptops,Debit Card,2020-09-30,Jillian Williams,California,San Diego,2020-09
B-25919,2670.0,1026.0,1,Electronics,Laptops,Debit Card,2025-02-20,Rebekah Carter,Florida,Orlando,2025-02
B-25919,2670.0,1026.0,1,Electronics,Laptops,Debit Card,2022-03-20,Jonathan Reed,California,San Francisco,2022-03
B-26978,1108.0,167.0,18,Electronics,Laptops,Debit Card,2025-03-07,Roger Harris,Illinois,Springfield,2025-03
B-26978,9776.0,3750.0,9,Office Supplies,Binders,UPI,2025-03-07,Roger Harris,Illinois,Springfield,2025-03
B-26978,535.0,72.0,6,Furniture,Bookcases,COD,2025-03-07,Roger Harris,Illinois,Springfield,2025-03
B-26554,7564.0,3463.0,5,Office Supplies,Paper,Credit Card,2024-06-16,Louis Jimenez,Florida,Tampa,2024-06
B-26554,7564.0,3463.0,5,Office Supplies,Paper,Credit Card,2020-11-21,Jessica Jones,Illinois,Peoria,2020-11
B-26554,7564.0,3463.0,5,Office Supplies,Paper,Credit Card,2024-10-01,Renee Gomez,Florida,Miami,2024-10
B-26554,7564.0,3463.0,5,Office Supplies,Paper,Credit Card,2024-07-01,Connie Olson,Texas,Houston,2024-07
B-26554,3409.0,1605.0,20,Electronics,Electronic Games,UPI,2024-06-16,Louis Jimenez,Florida,Tampa,2024-06
B-26554,3409.0,1605.0,20,Electronics,Electronic Games,UPI,2020-11-21,Jessica Jones,Illinois,Peoria,2020-11
B-26554,3409.0,1605.0,20,Electronics,Electronic Games,UPI,2024-10-01,Renee Gomez,Florida,Miami,2024-10
B-26554,3409.0,1605.0,20,Electronics,Electronic Games,UPI,2024-07-01,Connie Olson,Texas,Houston,2024-07
B-26883,9751.0,2459.0,13,Office Supplies,Pens,COD,2020-11-23,Christian Jones,New York,Buffalo,2020-11
B-25423,6385.0,2656.0,11,Electronics,Printers,Credit Card,2023-03-18,Matthew Kelley,Florida,Orlando,2023-03
B-25423,6385.0,2656.0,11,Electronics,Printers,Credit Card,2022-10-19,Candace Martinez,Florida,Tampa,2022-10
B-26324,6355.0,1335.0,15,Electronics,Electronic Games,Debit Card,2023-08-31,Jacob Mann,Texas,Austin,2023-08
B-26324,6355.0,1335.0,15,Electronics,Electronic Games,Debit Card,2021-06-06,Keith Reese,Texas,Austin,2021-06
B-26945,7377.0,320.0,15,Electronics,Printers,Debit Card,2022-12-21,Aaron Jones,Texas,Austin,2022-12
B-26945,2054.0,371.0,12,Office Supplies,Markers,EMI,2022-12-21,Aaron Jones,Texas,Austin,2022-12
B-26405,7497.0,319.0,18,Furniture,Chairs,COD,2024-02-12,Christopher Brooks,Illinois,Peoria,2024-02
B-26046,2565.0,983.0,20,Electronics,Electronic Games,Debit Card,2022-12-05,Charles Moore,Florida,Miami,2022-12
B-26046,5024.0,1544.0,19,Office Supplies,Pens,COD,2022-12-05,Charles Moore,Florida,Miami,2022-12
B-25746,8243.0,1346.0,15,Office Supplies,Binders,Debit Card,2021-04-04,Manuel Walls,Texas,Houston,2021-04
B-25232,7792.0,1403.0,13,Office Supplies,Paper,UPI,2021-02-12,Darren Moore,Illinois,Peoria,2021-02
B-25232,7792.0,1403.0,13,Office Supplies,Paper,UPI,2022-12-27,Stephanie Thomas,New York,Rochester,2022-12
B-25232,7792.0,1403.0,13,Office Supplies,Paper,UPI,2024-01-19,Kristy Hernandez,California,San Diego,2024-01
B-25232,2346.0,388.0,14,Furniture,Chairs,Debit Card,2021-02-12,Darren Moore,Illinois,Peoria,2021-02
B-25232,2346.0,388.0,14,Furniture,Chairs,Debit Card,2022-12-27,Stephanie Thomas,New York,Rochester,2022-12
B-25232,2346.0,388.0,14,Furniture,Chairs,Debit Card,2024-01-19,Kristy Hernandez,California,San Diego,2024-01
B-25591,7346.0,1043.0,10,Furniture,Sofas,Credit Card,2022-12-25,Randy Johnson,Ohio,Columbus,2022-12
B-25591,9770.0,4132.0,7,Electronics,Electronic Games,UPI,2022-12-25,Randy Johnson,Ohio,Columbus,2022-12
B-25591,7179.0,683.0,13,Electronics,Laptops,Credit Card,2022-12-25,Randy Johnson,Ohio,Columbus,2022-12
B-26325,5449.0,2389.0,2,Electronics,Phones,UPI,2022-10-06,James Benitez,Florida,Miami,2022-10
B-25251,2895.0,104.0,6,Furniture,Chairs,COD,2020-04-27,Donald York,New York,Buffalo,2020-04
B-25251,2895.0,104.0,6,Furniture,Chairs,COD,2024-05-13,Tiffany Parker,Texas,Houston,2024-05
B-25251,697.0,116.0,1,Furniture,Chairs,UPI,2020-04-27,Donald York,New York,Buffalo,2020-04
B-25251,697.0,116.0,1,Furniture,Chairs,UPI,2024-05-13,Tiffany Parker,Texas,Houston,2024-05
B-25464,6145.0,1414.0,4,Furniture,Chairs,COD,2020-10-23,Melissa Mcknight,California,Los Angeles,2020-10
B-25464,2504.0,440.0,18,Electronics,Printers,UPI,2020-10-23,Melissa Mcknight,California,Los Angeles,2020-10
B-25464,3124.0,138.0,16,Electronics,Phones,Debit Card,2020-10-23,Melissa Mcknight,California,Los Angeles,2020-10
B-26678,6934.0,1226.0,1,Electronics,Electronic Games,Debit Card,2021-06-11,Mr. Jack Mercado,Ohio,Cincinnati,2021-06
B-26678,6934.0,1226.0,1,Electronics,Electronic Games,Debit Card,2021-09-08,Christian Jones,New York,Rochester,2021-09
B-25962,4202.0,1171.0,3,Office Supplies,Markers,COD,2022-11-23,Rachel Fisher,Illinois,Peoria,2022-11
B-25962,4202.0,1171.0,3,Office Supplies,Markers,COD,2022-10-31,Donald Moore,New York,Rochester,2022-10
B-25962,4202.0,1171.0,3,Office Supplies,Markers,COD,2023-11-06,William Wu,Florida,Tampa,2023-11
B-25962,4202.0,1171.0,3,Office Supplies,Markers,COD,2023-11-12,Jesus Zuniga,Texas,Houston,2023-11
B-26586,2239.0,828.0,1,Electronics,Printers,UPI,2023-06-26,Michael Gallegos,California,Los Angeles,2023-06
B-26586,2239.0,828.0,1,Electronics,Printers,UPI,2023-09-30,Robert Daniels,Illinois,Chicago,2023-09
B-26586,2450.0,1002.0,4,Electronics,Phones,Debit Card,2023-06-26,Michael Gallegos,California,Los Angeles,2023-06
B-26586,2450.0,1002.0,4,Electronics,Phones,Debit Card,2023-09-30,Robert Daniels,Illinois,Chicago,2023-09
B-26841,9827.0,4208.0,13,Furniture,Chairs,Debit Card,2020-09-12,Jill Jones,New York,New York City,2020-09
B-26841,8077.0,240.0,15,Furniture,Sofas,Credit Card,2020-09-12,Jill Jones,New York,New York City,2020-09
B-26284,5152.0,2045.0,14,Electronics,Phones,UPI,2020-11-27,Elizabeth Miller,Illinois,Springfield,2020-11
B-26284,5152.0,2045.0,14,Electronics,Phones,UPI,2022-08-25,Sabrina Clark,California,Los Angeles,2022-08
B-26284,5152.0,2045.0,14,Electronics,Phones,UPI,2023-08-23,Larry Casey,Illinois,Chicago,2023-08
B-26284,5152.0,2045.0,14,Electronics,Phones,UPI,2023-10-11,Daniel Burns,New York,Rochester,2023-10
B-26478,2542.0,190.0,1,Office Supplies,Markers,Credit Card,2022-04-21,James Tanner,Texas,Houston,2022-04
B-26679,8102.0,1800.0,5,Office Supplies,Markers,UPI,2023-09-14,Leonard Gonzalez,California,San Francisco,2023-09
B-26679,8102.0,1800.0,5,Office Supplies,Markers,UPI,2020-04-29,Richard Lee,New York,Buffalo,2020-04
B-26679,8102.0,1800.0,5,Office Supplies,Markers,UPI,2020-12-15,Matthew Schroeder,Ohio,Cleveland,2020-12
B-26679,3234.0,1274.0,10,Furniture,Tables,EMI,2023-09-14,Leonard Gonzalez,California,San Francisco,2023-09
B-26679,3234.0,1274.0,10,Furniture,Tables,EMI,2020-04-29,Richard Lee,New York,Buffalo,2020-04
B-26679,3234.0,1274.0,10,Furniture,Tables,EMI,2020-12-15,Matthew Schroeder,Ohio,Cleveland,2020-12
B-26397,6200.0,2321.0,18,Furniture,Tables,Credit Card,2024-07-11,Marcus Flores,California,Los Angeles,2024-07
B-26397,6200.0,2321.0,18,Furniture,Tables,Credit Card,2024-09-21,Tonya Long,Florida,Miami,2024-09
B-25957,4470.0,413.0,13,Electronics,Laptops,UPI,2025-02-02,Michael Chambers,California,Los Angeles,2025-02
B-26916,916.0,362.0,7,Office Supplies,Pens,UPI,2022-10-21,Kaylee Glover,Illinois,Springfield,2022-10
B-26409,3024.0,1353.0,1,Furniture,Sofas,Credit Card,2021-12-28,John James,Ohio,Columbus,2021-12
B-26916,916.0,362.0,7,Office Supplies,Pens,UPI,2020-10-21,Pamela Patterson,California,San Francisco,2020-10
B-26916,1165.0,302.0,20,Furniture,Sofas,UPI,2022-10-21,Kaylee Glover,Illinois,Springfield,2022-10
B-26916,1165.0,302.0,20,Furniture,Sofas,UPI,2020-10-21,Pamela Patterson,California,San Francisco,2020-10
B-26916,7846.0,677.0,12,Furniture,Chairs,UPI,2022-10-21,Kaylee Glover,Illinois,Springfield,2022-10
B-26916,7846.0,677.0,12,Furniture,Chairs,UPI,2020-10-21,Pamela Patterson,California,San Francisco,2020-10
B-25925,3022.0,384.0,1,Office Supplies,Pens,Credit Card,2022-01-11,Ronald Mckinney,Texas,Austin,2022-01
B-25925,3022.0,384.0,1,Office Supplies,Pens,Credit Card,2021-02-17,James Hart,Illinois,Chicago,2021-02
B-25925,5266.0,1111.0,13,Electronics,Electronic Games,Debit Card,2022-01-11,Ronald Mckinney,Texas,Austin,2022-01
B-25925,5266.0,1111.0,13,Electronics,Electronic Games,Debit Card,2021-02-17,James Hart,Illinois,Chicago,2021-02
B-25602,4853.0,1764.0,9,Office Supplies,Pens,Debit Card,2021-11-06,Rhonda Harris,Florida,Orlando,2021-11
B-25602,4853.0,1764.0,9,Office Supplies,Pens,Debit Card,2022-08-30,Randy Fisher,Texas,Houston,2022-08
B-26592,9832.0,1270.0,1,Office Supplies,Pens,COD,2022-10-07,James Hernandez,California,San Francisco,2022-10
B-26592,796.0,153.0,15,Office Supplies,Pens,Credit Card,2022-10-07,James Hernandez,California,San Francisco,2022-10
B-26251,883.0,127.0,7,Furniture,Chairs,COD,2023-06-04,Brenda Murphy,California,San Francisco,2023-06
B-26251,4539.0,1155.0,8,Furniture,Bookcases,Debit Card,2023-06-04,Brenda Murphy,California,San Francisco,2023-06
B-26251,9659.0,2226.0,16,Office Supplies,Binders,Debit Card,2023-06-04,Brenda Murphy,California,San Francisco,2023-06
B-25979,9562.0,325.0,2,Electronics,Printers,Debit Card,2022-05-13,Andrew Kirby,California,San Diego,2022-05
B-25437,4688.0,1841.0,3,Electronics,Laptops,Credit Card,2023-01-23,Justin Thomas,California,San Francisco,2023-01
B-25437,4688.0,1841.0,3,Electronics,Laptops,Credit Card,2021-07-25,Jillian Johnson MD,California,San Diego,2021-07
B-26986,7900.0,482.0,4,Electronics,Phones,COD,2025-03-08,William Martin,Ohio,Columbus,2025-03
B-25990,6967.0,3257.0,17,Furniture,Bookcases,COD,2022-12-25,Mark Dixon,Ohio,Cincinnati,2022-12
B-25990,1091.0,277.0,6,Office Supplies,Paper,COD,2022-12-25,Mark Dixon,Ohio,Cincinnati,2022-12
B-25990,6027.0,1530.0,2,Office Supplies,Binders,Credit Card,2022-12-25,Mark Dixon,Ohio,Cincinnati,2022-12
B-25222,4852.0,218.0,2,Furniture,Tables,EMI,2024-04-24,Alicia Allen,Texas,Dallas,2024-04
B-25222,4852.0,218.0,2,Furniture,Tables,EMI,2021-12-24,Cynthia Meyer,Florida,Tampa,2021-12
B-25222,4852.0,218.0,2,Furniture,Tables,EMI,2023-09-07,Brandon Norton,Illinois,Springfield,2023-09
B-26402,4314.0,1453.0,6,Furniture,Sofas,COD,2021-08-10,Christina Scott,Florida,Tampa,2021-08
B-26792,3288.0,1477.0,3,Office Supplies,Pens,EMI,2024-05-26,Andrew Macias,Texas,Austin,2024-05
B-26792,3288.0,1477.0,3,Office Supplies,Pens,EMI,2022-02-19,Alejandro Williams,Illinois,Springfield,2022-02
B-25154,3977.0,813.0,5,Office Supplies,Binders,Credit Card,2024-12-09,Mark Rodriguez,New York,New York City,2024-12
B-26114,6252.0,1377.0,2,Electronics,Printers,EMI,2023-06-01,Sarah Montgomery,Illinois,Chicago,2023-06
B-26485,9084.0,3253.0,12,Office Supplies,Pens,Debit Card,2023-11-05,Marisa Prince,New York,Buffalo,2023-11
B-26191,8994.0,1481.0,15,Electronics,Phones,Credit Card,2020-06-21,James Bonilla,California,San Diego,2020-06
B-26754,1089.0,176.0,16,Office Supplies,Markers,EMI,2020-10-26,Robin Myers,Texas,Dallas,2020-10
B-25953,6690.0,1001.0,19,Office Supplies,Binders,UPI,2022-06-06,Nancy Sanchez,Illinois,Springfield,2022-06
B-25953,6690.0,1001.0,19,Office Supplies,Binders,UPI,2021-11-13,Sydney Walls,Illinois,Chicago,2021-11
B-25953,4985.0,1920.0,10,Furniture,Bookcases,Credit Card,2022-06-06,Nancy Sanchez,Illinois,Springfield,2022-06
B-25953,4985.0,1920.0,10,Furniture,Bookcases,Credit Card,2021-11-13,Sydney Walls,Illinois,Chicago,2021-11
B-26516,8590.0,3565.0,15,Electronics,Electronic Games,EMI,2021-11-11,Deborah Hoffman,Florida,Miami,2021-11
B-26516,6973.0,3038.0,10,Furniture,Tables,COD,2021-11-11,Deborah Hoffman,Florida,Miami,2021-11
B-26843,4591.0,1941.0,19,Electronics,Printers,EMI,2021-07-31,Megan Williams,Texas,Dallas,2021-07
B-26843,9612.0,2572.0,17,Office Supplies,Pens,Credit Card,2021-07-31,Megan Williams,Texas,Dallas,2021-07
B-26167,5343.0,655.0,1,Furniture,Chairs,EMI,2024-04-13,Shane Clark,California,San Diego,2024-04
B-26972,6956.0,318.0,20,Office Supplies,Markers,Debit Card,2022-04-19,Steven Haynes,Illinois,Springfield,2022-04
B-25673,5306.0,2405.0,17,Furniture,Tables,EMI,2024-03-23,Kimberly Fuller,New York,Buffalo,2024-03
B-26587,8982.0,448.0,17,Furniture,Sofas,UPI,2021-05-07,Angela Lyons,New York,New York City,2021-05
B-26587,4826.0,562.0,5,Office Supplies,Paper,Debit Card,2021-05-07,Angela Lyons,New York,New York City,2021-05
B-26668,972.0,106.0,15,Office Supplies,Pens,EMI,2022-05-06,Betty Tucker,Ohio,Cincinnati,2022-05
B-26906,3665.0,802.0,4,Office Supplies,Markers,Credit Card,2021-08-09,Brianna Hunt,Florida,Miami,2021-08
B-26906,3665.0,802.0,4,Office Supplies,Markers,Credit Card,2025-02-09,Cathy Clark,Florida,Tampa,2025-02
B-25226,9808.0,2117.0,2,Office Supplies,Pens,UPI,2024-04-23,Nicole Warren,California,Los Angeles,2024-04
B-25166,1133.0,73.0,17,Furniture,Chairs,UPI,2023-02-23,Richard Castaneda,Ohio,Cleveland,2023-02
B-25166,1133.0,73.0,17,Furniture,Chairs,UPI,2024-06-06,Sarah Torres,California,San Diego,2024-06
B-25166,6248.0,1168.0,19,Furniture,Bookcases,COD,2023-02-23,Richard Castaneda,Ohio,Cleveland,2023-02
B-25166,6248.0,1168.0,19,Furniture,Bookcases,COD,2024-06-06,Sarah Torres,California,San Diego,2024-06
B-25454,5666.0,2733.0,17,Electronics,Electronic Games,Credit Card,2025-01-27,Vanessa Deleon,Florida,Tampa,2025-01
B-26215,4171.0,1450.0,18,Office Supplies,Markers,COD,2023-04-07,Richard Lyons,Texas,Dallas,2023-04
B-25777,6236.0,2839.0,7,Electronics,Printers,Credit Card,2022-01-20,Eric Adams,Illinois,Springfield,2022-01
B-25777,6236.0,2839.0,7,Electronics,Printers,Credit Card,2022-05-10,Chad Brown,Florida,Orlando,2022-05
B-25383,5410.0,2456.0,8,Furniture,Chairs,Credit Card,2024-05-29,Kayla Becker,California,Los Angeles,2024-05
B-25383,5410.0,2456.0,8,Furniture,Chairs,Credit Card,2022-01-04,Ashley Freeman,Florida,Tampa,2022-01
B-26409,3024.0,1353.0,1,Furniture,Sofas,Credit Card,2024-05-02,Scott Harris,California,Los Angeles,2024-05
B-26684,7434.0,2851.0,5,Office Supplies,Markers,UPI,2022-12-12,Jesse Bond,Illinois,Springfield,2022-12
B-26726,7213.0,508.0,19,Electronics,Electronic Games,Debit Card,2023-08-17,Brandon Hughes,Texas,Dallas,2023-08
B-26726,7213.0,508.0,19,Electronics,Electronic Games,Debit Card,2021-11-29,Lynn Reynolds,Ohio,Cincinnati,2021-11
B-26726,3176.0,586.0,9,Furniture,Tables,EMI,2023-08-17,Brandon Hughes,Texas,Dallas,2023-08
B-26726,3176.0,586.0,9,Furniture,Tables,EMI,2021-11-29,Lynn Reynolds,Ohio,Cincinnati,2021-11
B-26136,9144.0,2220.0,18,Office Supplies,Binders,Credit Card,2021-06-13,Ronald Good,Florida,Miami,2021-06
B-26098,4146.0,865.0,19,Furniture,Tables,EMI,2022-07-04,Kyle Baker,Texas,Houston,2022-07
B-26098,3793.0,875.0,7,Furniture,Tables,EMI,2022-07-04,Kyle Baker,Texas,Houston,2022-07
B-25430,7169.0,2385.0,11,Furniture,Sofas,COD,2021-06-27,Michael Rivera,California,Los Angeles,2021-06
B-25430,4046.0,417.0,18,Furniture,Chairs,Credit Card,2021-06-27,Michael Rivera,California,Los Angeles,2021-06
B-25266,4164.0,905.0,11,Electronics,Phones,COD,2023-12-04,Lori Adkins,California,San Diego,2023-12
B-25266,5389.0,2196.0,5,Furniture,Tables,UPI,2023-12-04,Lori Adkins,California,San Diego,2023-12
B-25283,5448.0,2204.0,5,Furniture,Sofas,COD,2022-08-09,Luis Warner,New York,New York City,2022-08
B-25227,4115.0,1285.0,1,Furniture,Sofas,UPI,2020-04-08,Donald Perry,Florida,Orlando,2020-04
B-25227,4761.0,2231.0,12,Furniture,Tables,UPI,2020-04-08,Donald Perry,Florida,Orlando,2020-04
B-25669,5899.0,2264.0,6,Office Supplies,Binders,EMI,2023-10-20,Adam Stevens,New York,Buffalo,2023-10
B-25064,6109.0,3040.0,9,Furniture,Chairs,EMI,2022-02-10,Kimberly Johnson,New York,Buffalo,2022-02
B-25064,6109.0,3040.0,9,Furniture,Chairs,EMI,2023-10-05,Kelly Jones,New York,Rochester,2023-10
B-25064,4628.0,1491.0,17,Electronics,Electronic Games,UPI,2022-02-10,Kimberly Johnson,New York,Buffalo,2022-02
B-25064,4628.0,1491.0,17,Electronics,Electronic Games,UPI,2023-10-05,Kelly Jones,New York,Rochester,2023-10
B-26268,4369.0,584.0,13,Office Supplies,Pens,Credit Card,2022-09-22,Ashley Petty,Illinois,Peoria,2022-09
B-26268,4369.0,584.0,13,Office Supplies,Pens,Credit Card,2021-04-03,Crystal Ross,Texas,Austin,2021-04
B-25456,5632.0,2358.0,20,Furniture,Sofas,Credit Card,2021-05-03,Alexis Duffy,California,Los Angeles,2021-05
B-25456,5632.0,2358.0,20,Furniture,Sofas,Credit Card,2024-02-11,Stephanie Sanchez,Florida,Miami,2024-02
B-25456,5632.0,2358.0,20,Furniture,Sofas,Credit Card,2025-02-04,Reginald Espinoza,Ohio,Cleveland,2025-02
B-25495,7519.0,402.0,14,Office Supplies,Paper,UPI,2022-10-12,Sandra Hicks,California,San Diego,2022-10
B-25495,1564.0,674.0,13,Electronics,Electronic Games,Debit Card,2022-10-12,Sandra Hicks,California,San Diego,2022-10
B-26552,2804.0,936.0,10,Electronics,Electronic Games,Credit Card,2022-02-06,Olivia Orozco,Texas,Austin,2022-02
B-26552,2804.0,936.0,10,Electronics,Electronic Games,Credit Card,2020-11-09,Larry Moore,Florida,Tampa,2020-11
B-26552,2804.0,936.0,10,Electronics,Electronic Games,Credit Card,2023-05-03,Mrs. Rachel Cannon DDS,Florida,Tampa,2023-05
B-25203,2321.0,505.0,6,Furniture,Chairs,EMI,2022-10-04,Daniel Flowers,Illinois,Springfield,2022-10
B-25462,5730.0,482.0,6,Electronics,Laptops,COD,2024-08-21,Randy Acosta,Florida,Tampa,2024-08
B-26145,7441.0,867.0,12,Furniture,Sofas,COD,2021-11-20,Deborah Williams,Illinois,Chicago,2021-11
B-26145,7441.0,867.0,12,Furniture,Sofas,COD,2020-05-13,Robert Michael,Texas,Austin,2020-05
B-25552,1732.0,766.0,7,Office Supplies,Binders,UPI,2023-02-28,Danny Ramirez,New York,New York City,2023-02
B-25552,8788.0,3944.0,19,Office Supplies,Paper,EMI,2023-02-28,Danny Ramirez,New York,New York City,2023-02
B-26069,838.0,271.0,11,Office Supplies,Markers,EMI,2021-01-21,Stephen Baker,Ohio,Columbus,2021-01
B-26069,838.0,271.0,11,Office Supplies,Markers,EMI,2022-02-28,Jeffrey Wilcox,Illinois,Peoria,2022-02
B-26069,3577.0,699.0,2,Furniture,Tables,UPI,2021-01-21,Stephen Baker,Ohio,Columbus,2021-01
B-26069,3577.0,699.0,2,Furniture,Tables,UPI,2022-02-28,Jeffrey Wilcox,Illinois,Peoria,2022-02
B-25120,7122.0,1836.0,6,Electronics,Phones,Debit Card,2024-04-25,James Clarke,Texas,Dallas,2024-04
B-25120,7122.0,1836.0,6,Electronics,Phones,Debit Card,2023-03-10,Julia Gallagher,Texas,Houston,2023-03
B-25120,7122.0,1836.0,6,Electronics,Phones,Debit Card,2023-07-10,Ronald Frey Jr.,New York,New York City,2023-07
B-25120,7327.0,2596.0,15,Office Supplies,Markers,Credit Card,2024-04-25,James Clarke,Texas,Dallas,2024-04
B-25120,7327.0,2596.0,15,Office Supplies,Markers,Credit Card,2023-03-10,Julia Gallagher,Texas,Houston,2023-03
B-25120,7327.0,2596.0,15,Office Supplies,Markers,Credit Card,2023-07-10,Ronald Frey Jr.,New York,New York City,2023-07
B-26146,2239.0,1094.0,18,Electronics,Printers,COD,2024-07-28,Megan Charles,Florida,Tampa,2024-07
B-26146,4932.0,1153.0,1,Office Supplies,Markers,COD,2024-07-28,Megan Charles,Florida,Tampa,2024-07
B-25549,4609.0,1084.0,8,Electronics,Printers,UPI,2023-07-30,Amy Duran MD,Florida,Orlando,2023-07
B-25549,2328.0,788.0,4,Office Supplies,Paper,UPI,2023-07-30,Amy Duran MD,Florida,Orlando,2023-07
B-25549,4734.0,958.0,7,Electronics,Printers,Debit Card,2023-07-30,Amy Duran MD,Florida,Orlando,2023-07
B-25488,1388.0,345.0,5,Furniture,Sofas,UPI,2024-10-05,Christopher Thomas,New York,New York City,2024-10
B-25488,8555.0,1638.0,8,Electronics,Laptops,Credit Card,2024-10-05,Christopher Thomas,New York,New York City,2024-10
B-26885,9024.0,730.0,4,Furniture,Tables,Credit Card,2024-02-20,Peter Castro,Texas,Dallas,2024-02
B-26885,2468.0,418.0,4,Electronics,Laptops,Credit Card,2024-02-20,Peter Castro,Texas,Dallas,2024-02
B-25703,9438.0,1801.0,4,Electronics,Electronic Games,COD,2023-04-19,Steven Acosta,Florida,Orlando,2023-04
B-25703,9438.0,1801.0,4,Electronics,Electronic Games,COD,2023-10-29,Lindsay Jackson,Texas,Austin,2023-10
B-25809,2685.0,379.0,18,Electronics,Phones,UPI,2022-03-08,Kelly Smith,Ohio,Cleveland,2022-03
